individual,lifetime_reproduction,ImmGeneticAncestry,sex,ShotOrNot
1542,0,0.5,Female,DeadNotShot
1543,1,0.5,Male,Shot
1544,0,0.5,Female,DeadNotShot
1545,0,0.5,Male,DeadNotShot
1546,0,0.25,Male,DeadNotShot
1547,2,0.375,Female,DeadNotShot
1548,3,0.3125,Female,DeadNotShot
1549,0,0.625,Male,DeadNotShot
1550,0,0.3125,Female,DeadNotShot
1551,0,0.40625,Male,DeadNotShot
1552,0,0,Male,Shot
1553,6,0,Female,DeadNotShot
1554,0,0,Male,Shot
1555,2,0,Male,DeadNotShot
1556,0,0,Female,DeadNotShot
1557,2,0,Female,DeadNotShot
1558,6,0,Female,DeadNotShot
1559,0,0.25,Male,Shot
1560,6,0.75,Female,Shot
1561,7,0.75,Female,DeadNotShot
1562,1,0.5,Male,Shot
1563,0,0.75,Male,DeadNotShot
1564,0,0,Male,DeadNotShot
1565,0,1,Male,DeadNotShot
1566,0,1,Male,DeadNotShot
1567,0,0.625,Male,Shot
1568,0,0.53125,Female,Shot
1569,0,0.25,Female,DeadNotShot
1570,0,0.375,Female,DeadNotShot
1571,0,0.25,Male,DeadNotShot
1572,0,0.5,Male,DeadNotShot
1573,1,0.375,Female,DeadNotShot
1574,0,0.375,Male,DeadNotShot
1575,0,0.75,Male,DeadNotShot
1576,0,0.75,Female,DeadNotShot
1577,0,0.625,Female,DeadNotShot
1578,0,0.8125,Female,DeadNotShot
1579,0,0.6875,Female,DeadNotShot
1580,0,0.8125,Male,DeadNotShot
1581,0,0,Male,DeadNotShot
1582,0,0.34375,Female,DeadNotShot
1583,14,0.03125,Male,DeadNotShot
1584,0,0.03125,Male,DeadNotShot
1585,4,0.40625,Female,Shot
1586,0,0.53125,Male,Shot
1587,3,0.375,Female,Shot
1588,0,0.375,Male,DeadNotShot
1589,1,0.875,Male,DeadNotShot
1590,0,0.375,Male,DeadNotShot
1591,0,0.875,Female,Shot
1592,1,0,Male,DeadNotShot
1593,0,0,Male,DeadNotShot
1594,0,0,Male,DeadNotShot
1595,0,0,Male,DeadNotShot
1596,0,0,Male,DeadNotShot
1597,0,0,Male,DeadNotShot
1598,0,0,Male,DeadNotShot
1599,0,0,Male,DeadNotShot
1600,0,0,Male,DeadNotShot
1601,0,0.5,Male,DeadNotShot
1602,0,0.5,Male,DeadNotShot
1603,3,0.25,Female,Shot
1604,0,0.75,Male,DeadNotShot
1605,0,0.25,Male,DeadNotShot
1606,1,0.75,Male,Shot
1607,0,0.5,Male,DeadNotShot
1608,2,0.5,Male,DeadNotShot
1609,26,0.1875,Male,DeadNotShot
1610,0,0.4375,Male,DeadNotShot
1611,0,0.1875,Female,DeadNotShot
1612,8,0.4375,Female,DeadNotShot
1613,0,1,Male,DeadNotShot
1614,0,1,Male,DeadNotShot
1615,6,1,Male,DeadNotShot
1616,0,0.56640625,Male,Living
1617,0,0.35546875,Male,Living
1618,0,0.109375,Male,Living
1619,0,0.109375,Male,Living
1620,0,0.640625,Male,DeadNotShot
1621,0,0.625,Female,Shot
1622,0,0.6015625,Female,DeadNotShot
1623,0,0.828125,Male,DeadNotShot
1624,0,0.25,Male,DeadNotShot
1625,0,0.25,Male,DeadNotShot
1626,0,0.25,Female,DeadNotShot
1627,0,0.5,Female,DeadNotShot
1628,10,0.75,Male,DeadNotShot
1629,0,0.40625,Female,DeadNotShot
1630,2,0.25,Female,Shot
1631,0,0.5,Female,DeadNotShot
1632,0,0.25,Male,DeadNotShot
1633,0,0.296875,Female,DeadNotShot
1634,0,0,Male,DeadNotShot
1635,3,0,Male,DeadNotShot
1636,0,0,Female,DeadNotShot
1637,0,0,Male,DeadNotShot
1638,0,0.5,Female,DeadNotShot
1639,10,0.25,Male,DeadNotShot
1640,0,0.25,Male,DeadNotShot
1641,0,0.25,Male,DeadNotShot
1642,0,0.375,Male,DeadNotShot
1643,0,0.46875,Female,DeadNotShot
1644,0,0.5625,Female,DeadNotShot
1645,0,0.40625,Male,DeadNotShot
1646,0,0.21875,Male,DeadNotShot
1647,1,0.28125,Female,DeadNotShot
1648,0,0.53125,Male,DeadNotShot
1649,0,0.3125,Female,DeadNotShot
1650,0,1,Male,DeadNotShot
1651,0,0,Male,DeadNotShot
1652,5,0.75,Male,DeadNotShot
1653,0,1,Female,DeadNotShot
1654,0,0.6875,Male,DeadNotShot
1655,0,0.3125,Female,DeadNotShot
1656,0,0.5,Female,DeadNotShot
1657,0,0.4375,Female,DeadNotShot
1658,0,0.4375,Male,DeadNotShot
1659,0,0.1875,Male,DeadNotShot
1660,0,0.203125,Female,DeadNotShot
1661,0,0.5,Male,Shot
1662,0,0.3125,Male,DeadNotShot
1663,0,0.5,Female,DeadNotShot
1664,0,0.125,Male,DeadNotShot
1665,0,0.3125,Female,DeadNotShot
1666,0,0.09375,Female,DeadNotShot
1667,0,0.25,Male,DeadNotShot
1668,0,0.5,Male,DeadNotShot
1669,10,0.1875,Male,DeadNotShot
1670,1,0.125,Male,DeadNotShot
1671,0,1,Male,DeadNotShot
1672,6,0.625,Female,Shot
1673,0,0.125,Male,DeadNotShot
1674,2,0.125,Male,Shot
1675,1,0.625,Female,Shot
1676,0,0.625,Male,Shot
1677,0,0,Male,DeadNotShot
1678,0,0,Male,DeadNotShot
1679,0,0.5,Male,DeadNotShot
1680,0,0.5,Male,DeadNotShot
1681,0,0.5,Male,DeadNotShot
1682,1,0.5,Female,DeadNotShot
1683,9,0.5625,Male,Shot
1684,0,0.40625,Female,DeadNotShot
1685,0,0.75,Female,DeadNotShot
1686,0,1,Male,Shot
1687,2,0.15625,Female,DeadNotShot
1688,0,0.375,Male,DeadNotShot
1689,2,0.546875,Male,Living
1690,0,0.15625,Male,Living
1691,0,0.359375,Male,DeadNotShot
1692,3,0.671875,Male,Shot
1693,8,0.421875,Male,Living
1694,7,0.265625,Male,Living
1695,5,0.546875,Female,Living
1696,5,0.578125,Female,DeadNotShot
1697,0,0.578125,Male,DeadNotShot
1698,0,0.359375,Male,DeadNotShot
1699,2,0.625,Female,DeadNotShot
1700,0,0.625,Male,Shot
1701,0,0.71875,Male,Shot
1702,1,0.734375,Female,Shot
1703,0,0.46875,Female,Shot
1704,0,0.0625,Male,DeadNotShot
1705,0,0.0625,Male,Living
1706,5,0.5,Female,DeadNotShot
1707,3,0.5,Female,DeadNotShot
1708,8,0.5,Female,DeadNotShot
1709,6,0.375,Female,DeadNotShot
1710,7,0.25,Female,DeadNotShot
1711,4,0.375,Male,DeadNotShot
1712,0,0,Male,DeadNotShot
1713,7,0,Female,DeadNotShot
1714,0,0,Male,DeadNotShot
1715,0,0.25,Male,DeadNotShot
1716,0,0,Female,DeadNotShot
1717,0,0.25,Female,DeadNotShot
1718,0,0.25,Male,DeadNotShot
1719,7,0,Female,DeadNotShot
1720,0,0.5,Female,DeadNotShot
1721,0,0.25,Male,DeadNotShot
1722,5,0.5,Female,DeadNotShot
1723,0,0,Male,DeadNotShot
1724,0,0.640625,Male,DeadNotShot
1725,0,0.234375,Female,DeadNotShot
1726,0,0.234375,Female,DeadNotShot
1727,0,0.234375,Male,DeadNotShot
1728,0,0.234375,Male,DeadNotShot
1729,0,0.390625,Female,DeadNotShot
1730,0,0.203125,Female,DeadNotShot
1731,0,0.453125,Female,DeadNotShot
1732,0,0.296875,Male,DeadNotShot
1733,0,1,Male,DeadNotShot
1734,0,0.75,Male,DeadNotShot
1735,0,0.75,Male,Shot
1736,0,0.0625,Male,DeadNotShot
1737,9,0.1875,Female,DeadNotShot
1738,9,0.25,Male,DeadNotShot
1739,0,0,Female,DeadNotShot
1740,0,0.25,Male,DeadNotShot
1741,0,0,Male,DeadNotShot
1742,0,0.25,Male,DeadNotShot
1743,0,0,Male,DeadNotShot
1744,0,0.25,Female,DeadNotShot
1745,0,0,Male,DeadNotShot
1746,0,0.640625,Female,DeadNotShot
1747,0,0.34375,Male,Living
1748,0,0,Female,DeadNotShot
1749,0,0,Male,DeadNotShot
1750,0,0.3671875,Male,Living
1751,0,0.8671875,Female,DeadNotShot
1752,0,0.8671875,Male,DeadNotShot
1753,0,0,Male,DeadNotShot
1754,0,0.5,Male,DeadNotShot
1755,0,0.625,Male,DeadNotShot
1756,0,0.625,Female,DeadNotShot
1757,7,0.4375,Female,DeadNotShot
1758,0,0.4375,Male,DeadNotShot
1759,0,0.75,Male,DeadNotShot
1760,0,0.75,Male,Shot
1761,2,1,Male,Shot
1762,0,0,Male,DeadNotShot
1763,2,0.1640625,Female,Shot
1764,0,0.6640625,Male,Shot
1765,0,0.6640625,Female,Shot
1766,0,0,Male,DeadNotShot
1767,5,0,Female,DeadNotShot
1768,0,0,Male,DeadNotShot
1769,0,0,Male,DeadNotShot
1770,0,0,Male,DeadNotShot
1771,0,0,Female,DeadNotShot
1772,7,0,Female,DeadNotShot
1773,0,0,Male,DeadNotShot
1774,0,0,Male,DeadNotShot
1775,0,0,Female,DeadNotShot
1776,0,0,Female,DeadNotShot
1777,0,0,Female,DeadNotShot
1778,7,0,Female,DeadNotShot
1779,0,0.7109375,Female,Living
1780,0,0.5625,Male,Shot
1781,1,0.65625,Female,Shot
1782,0,0.6875,Male,Shot
1783,1,0.8125,Male,Shot
1784,0,0.375,Male,DeadNotShot
1785,3,0.765625,Male,Living
1786,1,0.375,Female,Shot
1787,0,0.875,Male,Living
1788,1,0.375,Female,Living
1789,0,0.65625,Female,DeadNotShot
1790,0,0.375,Female,Living
1791,0,0.375,Female,Living
1792,0,0.75390625,Female,Shot
1793,0,0.73046875,Female,Shot
1794,0,0.4375,Male,DeadNotShot
1795,3,0.453125,Female,Living
1796,0,0.5,Male,DeadNotShot
1797,3,0.421875,Female,Living
1798,0,0.25,Female,Living
1799,0,0.4921875,Male,DeadNotShot
1800,0,0.40625,Female,DeadNotShot
1801,0,0.28125,Male,DeadNotShot
1802,0,0.25,Female,DeadNotShot
1803,0,0.5,Female,DeadNotShot
1804,0,0.1875,Male,DeadNotShot
1805,12,0.25,Female,DeadNotShot
1806,1,0.375,Male,DeadNotShot
1807,0,0.25,Male,DeadNotShot
1808,11,0.125,Female,DeadNotShot
1809,0,0.5,Female,DeadNotShot
1810,0,0.5,Male,DeadNotShot
1811,0,1,Male,DeadNotShot
1812,0,0,Male,Shot
1813,0,0.9375,Male,DeadNotShot
1814,0,0.625,Female,DeadNotShot
1815,3,0.9375,Female,DeadNotShot
1816,0,0.9375,Male,DeadNotShot
1817,0,0.8125,Male,DeadNotShot
1818,0,0.53125,Male,DeadNotShot
1819,8,0.9375,Female,DeadNotShot
1820,0,0.9375,Male,DeadNotShot
1821,1,0.8125,Female,DeadNotShot
1822,2,0.5625,Female,DeadNotShot
1823,0,0.5625,Male,DeadNotShot
1824,6,0.9375,Female,DeadNotShot
1825,3,0.9375,Female,DeadNotShot
1826,6,0,Female,DeadNotShot
1827,0,0,Female,DeadNotShot
1828,0,0.25,Male,DeadNotShot
1829,0,0,Male,DeadNotShot
1830,0,0,Male,DeadNotShot
1831,0,0.125,Male,DeadNotShot
1832,7,0,Female,DeadNotShot
1833,0,0,Female,DeadNotShot
1834,0,0,Male,Shot
1835,7,0,Female,DeadNotShot
1836,4,0,Female,DeadNotShot
1837,0,0,Male,DeadNotShot
1838,0,0,Male,DeadNotShot
1839,8,0,Female,DeadNotShot
1840,0,1,Male,DeadNotShot
1841,4,0.75,Male,DeadNotShot
1842,17,1,Male,DeadNotShot
1843,0,0.890625,Male,DeadNotShot
1844,4,0.53125,Female,Shot
1845,0,1,Female,DeadNotShot
1846,0,0.703125,Male,Shot
1847,3,0.53125,Female,Living
1848,0,0.796875,Male,Shot
1849,0,0.828125,Male,Shot
1850,0,0.734375,Male,Living
1851,0,0.890625,Male,DeadNotShot
1852,0,0.25,Female,DeadNotShot
1853,0,0,Male,DeadNotShot
1854,0,1,Male,DeadNotShot
1855,1,0.625,Female,Shot
1856,2,0.625,Male,DeadNotShot
1857,9,0.625,Female,DeadNotShot
1858,0,0.375,Female,DeadNotShot
1859,0,0.625,Female,DeadNotShot
1860,5,0.625,Female,DeadNotShot
1861,7,0.625,Female,Shot
1862,0,0.625,Male,Shot
1863,2,0.25,Male,Shot
1864,0,0.4375,Male,DeadNotShot
1865,1,0,Male,Shot
1866,0,0.0625,Male,Living
1867,0,0.2734375,Male,Living
1868,0,0.34375,Female,Living
1869,0,0.125,Male,DeadNotShot
1870,0,0.125,Male,DeadNotShot
1871,7,0.125,Female,DeadNotShot
1872,0,0.125,Male,DeadNotShot
1873,0,0.375,Male,DeadNotShot
1874,0,1,Male,DeadNotShot
1875,0,1,Male,DeadNotShot
1876,0,0.4375,Female,Shot
1877,0,0.625,Male,DeadNotShot
1878,0,0.25,Male,Shot
1879,0,0.25,Male,DeadNotShot
1880,10,0.625,Male,Shot
1881,2,0.61328125,Male,Shot
1882,0,0.67578125,Male,Shot
1883,0,0.67578125,Female,Shot
1884,0,0.17578125,Female,Living
1885,0,0.328125,Male,DeadNotShot
1886,0,0.765625,Female,DeadNotShot
1887,0,0.609375,Male,Living
1888,0,0.765625,Male,Living
1889,0,0.765625,Female,Shot
1890,0,0.765625,Male,Shot
1891,0,0.65625,Female,Shot
1892,1,0.65625,Female,Shot
1893,1,0,Male,DeadNotShot
1894,8,0.28125,Female,Living
1895,0,0.46875,Male,DeadNotShot
1896,0,0.53125,Female,DeadNotShot
1897,0,0.5,Male,DeadNotShot
1898,2,0.40625,Female,Living
1899,0,0.1875,Female,DeadNotShot
1900,1,0.3125,Female,DeadNotShot
1901,0,0,Male,Shot
1902,14,0,Male,DeadNotShot
1903,0,0.6875,Female,DeadNotShot
1904,0,0.6875,Male,DeadNotShot
1905,0,0.34375,Female,DeadNotShot
1906,4,0.34375,Male,Living
1907,0,0.34375,Female,DeadNotShot
1908,7,0.375,Male,Shot
1909,3,0.5,Female,Shot
1910,0,0,Male,DeadNotShot
1911,0,0,Female,Shot
1912,0,0,Male,DeadNotShot
1913,0,0.0625,Male,Shot
1914,6,0.0625,Female,Shot
1915,0,0.0625,Female,DeadNotShot
1916,0,0.0625,Female,DeadNotShot
1917,0,0.203125,Female,DeadNotShot
1918,0,0.53125,Female,Living
1919,0,0.3125,Female,DeadNotShot
1920,0,0.4375,Male,DeadNotShot
1921,0,0.5,Female,DeadNotShot
1922,0,0.28125,Male,DeadNotShot
1923,4,0.5625,Male,Living
1924,2,0.53125,Female,Living
1925,0,0.5625,Male,DeadNotShot
1926,0,0,Male,DeadNotShot
1927,0,0,Female,DeadNotShot
1928,0,0,Male,DeadNotShot
1929,0,0,Male,DeadNotShot
1930,0,0,Male,DeadNotShot
1931,0,0.125,Female,DeadNotShot
1932,11,0.125,Female,DeadNotShot
1933,0,0.125,Female,DeadNotShot
1934,12,0.25,Female,DeadNotShot
1935,5,0.25,Female,DeadNotShot
1936,0,0.25,Female,DeadNotShot
1937,0,0,Male,DeadNotShot
1938,0,0.25,Female,DeadNotShot
1939,0,0.390625,Female,DeadNotShot
1940,0,0.75,Male,DeadNotShot
1941,0,0.625,Male,DeadNotShot
1942,0,0.75,Female,DeadNotShot
1943,0,0.4375,Male,DeadNotShot
1944,9,0.3125,Female,DeadNotShot
1945,0,0,Female,DeadNotShot
1946,0,0.25,Female,DeadNotShot
1947,0,0.1875,Male,DeadNotShot
1948,0,0.5,Male,DeadNotShot
1949,0,0.25,Female,DeadNotShot
1950,1,0.703125,Female,Living
1951,0,0.78125,Female,Living
1952,0,0.3125,Male,DeadNotShot
1953,0,0.53125,Female,DeadNotShot
1954,0,0.40625,Female,DeadNotShot
1955,7,0.5,Female,Living
1956,6,0.453125,Female,Living
1957,0,0.3125,Female,DeadNotShot
1958,0,0.25,Male,DeadNotShot
1959,4,0.1875,Female,DeadNotShot
1960,0,0.25,Female,DeadNotShot
1961,0,0.4375,Male,DeadNotShot
1962,0,0.375,Female,DeadNotShot
1963,4,0.375,Female,DeadNotShot
1964,0,0.125,Male,DeadNotShot
1965,7,0.3125,Female,DeadNotShot
1966,3,0.75,Female,DeadNotShot
1967,0,0.4375,Male,Shot
1968,0,0.4375,Male,Shot
1969,3,0.53125,Female,Shot
1970,0,0.25,Female,DeadNotShot
1971,0,0.75,Male,Shot
1972,0,0.75,Female,DeadNotShot
1973,7,0.3125,Female,Living
1974,0,0.65625,Male,Shot
1975,0,0.625,Male,DeadNotShot
1976,0,0.546875,Male,DeadNotShot
1977,0,0.578125,Male,Living
1978,0,1,Male,DeadNotShot
1979,0,0.375,Female,DeadNotShot
1980,9,0.6875,Male,DeadNotShot
1981,0,0.3125,Female,DeadNotShot
1982,0,0.4375,Female,DeadNotShot
1983,0,0.6875,Male,DeadNotShot
1984,0,0.5,Female,DeadNotShot
1985,2,0.6875,Female,DeadNotShot
1986,0,0.3125,Male,DeadNotShot
1987,0,0.6875,Male,DeadNotShot
1988,0,0.4375,Female,DeadNotShot
1989,3,0.6875,Female,DeadNotShot
1990,0,0.375,Female,Shot
1991,0,0.66796875,Male,Living
1992,0,0.66796875,Male,DeadNotShot
1993,0,0.78125,Male,Shot
1994,0,1,Male,Living
1995,0,0.5,Male,DeadNotShot
1996,0,0,Male,Shot
1997,0,1,Male,DeadNotShot
1998,0,1,Male,DeadNotShot
1999,0,0,Male,Shot
2000,0,0.44921875,Male,DeadNotShot
2001,0,0.5,Male,DeadNotShot
2002,0,0.5,Male,DeadNotShot
2003,1,0,Female,DeadNotShot
2004,7,0.125,Female,DeadNotShot
2005,1,0.796875,Male,Shot
2006,0,0.75,Male,Shot
2007,0,1,Male,DeadNotShot
2008,0,0.125,Female,DeadNotShot
2009,8,0.25,Female,DeadNotShot
2010,12,0.125,Female,DeadNotShot
2011,0,0,Male,DeadNotShot
2012,0,0.375,Male,DeadNotShot
2013,0,0.25,Female,DeadNotShot
2014,4,0.8125,Female,Shot
2015,0,1,Male,DeadNotShot
2016,0,0.609375,Female,DeadNotShot
2017,0,0.5,Male,DeadNotShot
2018,23,0.25,Male,DeadNotShot
2019,11,0.375,Female,DeadNotShot
2020,1,0.375,Female,DeadNotShot
2021,0,0.5,Female,DeadNotShot
2022,0,0.5,Male,DeadNotShot
2023,0,0.25,Female,DeadNotShot
2024,0,0.5,Female,DeadNotShot
2025,0,1,Male,Living
2026,0,0,Male,DeadNotShot
2027,0,0.3828125,Male,Living
2028,0,0.6953125,Female,Living
2029,0,0.7890625,Female,Living
2030,0,0.78125,Male,DeadNotShot
2031,0,0.78125,Male,DeadNotShot
2032,0,0.59375,Male,DeadNotShot
2033,0,0.40625,Male,DeadNotShot
2034,0,0.78125,Female,DeadNotShot
2035,0,0.65625,Female,DeadNotShot
2036,6,0.78125,Female,DeadNotShot
2037,0,0.21875,Male,DeadNotShot
2038,0,0.3125,Male,DeadNotShot
2039,0,0.46875,Male,DeadNotShot
2040,0,0.3125,Female,DeadNotShot
2041,0,0.3125,Male,DeadNotShot
2042,0,0.3125,Female,DeadNotShot
2043,1,0.25,Female,DeadNotShot
2044,12,0.125,Male,DeadNotShot
2045,7,0.1875,Female,DeadNotShot
2046,0,0.25,Female,DeadNotShot
2047,0,0.125,Male,DeadNotShot
2048,8,1,Male,DeadNotShot
2049,0,0.578125,Female,DeadNotShot
2050,0,0.890625,Male,Shot
2051,0,0.984375,Male,Living
2052,0,0.78125,Female,Living
2053,0,0.4375,Male,DeadNotShot
2054,6,0.4375,Female,Living
2055,1,0.4375,Male,DeadNotShot
2056,4,0.4375,Male,Living
2057,3,0.125,Female,Living
2058,0,0,Male,DeadNotShot
2059,0,0.5,Male,DeadNotShot
2060,4,0.5,Female,DeadNotShot
2061,0,0.5,Male,DeadNotShot
2062,3,0.5,Female,DeadNotShot
2063,3,0.5,Female,DeadNotShot
2064,1,0.5,Female,DeadNotShot
2065,0,0,Male,DeadNotShot
2066,0,0.3046875,Male,DeadNotShot
2067,0,0.34375,Female,DeadNotShot
2068,0,0.84375,Male,DeadNotShot
2069,0,0.5,Male,Shot
2070,0,0.78125,Male,DeadNotShot
2071,0,0.75,Male,Shot
2072,0,0.8125,Male,Shot
2073,0,0.59375,Male,Shot
2074,0,0.8125,Male,DeadNotShot
2075,0,0.625,Female,DeadNotShot
2076,0,0.8125,Male,Shot
2077,0,0.5625,Male,Shot
2078,0,0.4375,Male,DeadNotShot
2079,0,0.59375,Male,DeadNotShot
2080,1,0.25,Female,DeadNotShot
2081,0,0.25,Male,DeadNotShot
2082,0,0.25,Male,DeadNotShot
2083,0,1,Male,DeadNotShot
2084,0,0,Male,DeadNotShot
2085,0,0.1640625,Female,Living
2086,0,0.75,Female,DeadNotShot
2087,0,0.25,Female,DeadNotShot
2088,0,0.25,Female,DeadNotShot
2089,0,0.5,Female,DeadNotShot
2090,0,0.5,Male,DeadNotShot
2091,2,1,Female,DeadNotShot
2092,0,1,Male,DeadNotShot
2093,1,0,Female,DeadNotShot
2094,0,0,Male,DeadNotShot
2095,1,0,Female,DeadNotShot
2096,0,0,Female,DeadNotShot
2097,0,0.5,Male,DeadNotShot
2098,0,0,Male,DeadNotShot
2099,0,0,Male,DeadNotShot
2100,0,1,Male,DeadNotShot
2101,0,0.375,Male,DeadNotShot
2102,0,0.125,Female,DeadNotShot
2103,0,0.125,Female,DeadNotShot
2104,8,0.625,Male,DeadNotShot
2105,0,0.5,Female,DeadNotShot
2106,2,0.625,Female,Shot
2107,0,0.25,Female,DeadNotShot
2108,0,0.5,Male,DeadNotShot
2109,0,0.25,Male,DeadNotShot
2110,13,0.375,Male,DeadNotShot
2111,5,0.75,Female,DeadNotShot
2112,0,0.25,Female,DeadNotShot
2113,4,0.375,Male,DeadNotShot
2114,6,0.75,Female,Shot
2115,0,0.375,Male,DeadNotShot
2116,0,0.8125,Male,Shot
2117,0,0,Male,DeadNotShot
2118,0,0,Male,DeadNotShot
2119,0,0,Female,DeadNotShot
2120,0,0.5,Male,DeadNotShot
2121,0,0,Male,DeadNotShot
2122,0,0.25,Male,DeadNotShot
2123,8,0.5,Female,DeadNotShot
2124,5,0.5,Male,DeadNotShot
2125,0,0.85546875,Male,Living
2126,13,0.8125,Male,Shot
2127,0,0.8125,Male,Shot
2128,0,0,Male,DeadNotShot
2129,0,0,Male,DeadNotShot
2130,0,0,Male,DeadNotShot
2131,0,0,Female,DeadNotShot
2132,4,0,Female,DeadNotShot
2133,0,1,Male,DeadNotShot
2134,0,0.125,Male,DeadNotShot
2135,10,0.375,Male,Shot
2136,0,0.125,Female,DeadNotShot
2137,5,1,Male,DeadNotShot
2138,0,0,Female,DeadNotShot
2139,0,0,Female,DeadNotShot
2140,3,0,Male,DeadNotShot
2141,0,0,Male,DeadNotShot
2142,0,0,Male,DeadNotShot
2143,0,0,Male,DeadNotShot
2144,0,0,Female,DeadNotShot
2145,0,0,Male,DeadNotShot
2146,6,0,Female,DeadNotShot
2147,0,0.125,Female,DeadNotShot
2148,0,0,Male,DeadNotShot
2149,0,0,Male,DeadNotShot
2150,0,0,Female,DeadNotShot
2151,1,0,Female,DeadNotShot
2152,0,0,Female,DeadNotShot
2153,0,0,Male,DeadNotShot
2154,0,0,Male,DeadNotShot
2155,0,0.5,Male,DeadNotShot
2156,0,0,Male,Shot
2157,0,1,Male,DeadNotShot
2158,0,0,Male,DeadNotShot
2159,0,0,Male,DeadNotShot
2160,0,0,Male,DeadNotShot
2161,0,0,Female,DeadNotShot
2162,0,0.4375,Female,DeadNotShot
2163,0,0.4375,Male,DeadNotShot
2164,0,0.4375,Female,DeadNotShot
2165,10,0.25,Female,DeadNotShot
2166,2,0.203125,Male,DeadNotShot
2167,0,0.203125,Male,DeadNotShot
2168,0,0.625,Male,DeadNotShot
2169,0,1,Male,DeadNotShot
2170,7,0.5,Male,DeadNotShot
2171,0,0,Female,DeadNotShot
2172,0,0,Male,DeadNotShot
2173,1,0,Male,Shot
2174,0,0.5,Male,DeadNotShot
2175,1,0,Male,DeadNotShot
2176,0,0.25,Female,DeadNotShot
2177,0,0,Male,DeadNotShot
2178,0,0.6640625,Female,Living
2179,0,0.1640625,Female,Living
2180,18,1,Male,Shot
2181,0,0.25,Male,DeadNotShot
2182,0,0.25,Female,DeadNotShot
2183,0,0.125,Male,DeadNotShot
2184,0,0.4375,Female,DeadNotShot
2185,3,0.34375,Female,DeadNotShot
2186,5,0.5625,Male,Living
2187,0,0.375,Male,Living
2188,0,0.25,Male,DeadNotShot
2189,0,0.90625,Female,DeadNotShot
2190,0,0.40625,Female,Living
2191,0,0.44140625,Male,DeadNotShot
2192,0,0.65625,Male,Living
2193,0,0.25,Female,DeadNotShot
2194,2,0.25,Female,DeadNotShot
2195,2,0.6875,Female,DeadNotShot
2196,0,0.25,Female,DeadNotShot
2197,0,0.5,Male,DeadNotShot
2198,0,0.5,Female,DeadNotShot
2199,0,0.25,Female,DeadNotShot
2200,4,0.5,Female,Shot
2201,6,0.5,Female,Shot
2202,0,0.25,Female,DeadNotShot
2203,1,0.4375,Male,Shot
2204,0,0.7265625,Female,Living
2205,0,0.6640625,Female,Living
2206,0,1,Male,DeadNotShot
2207,0,0.578125,Male,DeadNotShot
2208,0,0.375,Female,Shot
2209,0,0.59375,Female,DeadNotShot
2210,0,0.4375,Male,Living
2211,0,0.65625,Female,DeadNotShot
2212,0,0.34375,Male,Shot
2213,0,0.21875,Female,DeadNotShot
2214,0,0.25,Female,DeadNotShot
2215,8,0.375,Female,DeadNotShot
2216,0,0.75,Male,DeadNotShot
2217,4,0.75,Male,DeadNotShot
2218,0,0.375,Male,DeadNotShot
2219,0,0.25,Male,DeadNotShot
2220,0,0,Male,DeadNotShot
2221,3,0.25,Female,Shot
2222,0,0.5,Male,DeadNotShot
2223,9,0.75,Male,DeadNotShot
2224,0,0.3125,Male,DeadNotShot
2225,0,0.21875,Male,DeadNotShot
2226,0,0.4375,Female,DeadNotShot
2227,0,0.5,Male,DeadNotShot
2228,0,0.21875,Male,Living
2229,0,0.375,Male,DeadNotShot
2230,0,0.375,Male,DeadNotShot
2231,0,0.375,Male,DeadNotShot
2232,0,0.21875,Female,DeadNotShot
2233,0,0.25,Male,DeadNotShot
2234,0,0,Female,DeadNotShot
2235,0,0,Female,DeadNotShot
2236,0,1,Male,Living
2237,0,0.890625,Male,Shot
2238,0,0.890625,Male,Shot
2239,6,1,Male,DeadNotShot
2240,0,0.140625,Male,Living
2241,0,0.29296875,Male,Shot
2242,0,1,Male,DeadNotShot
2243,0,0.3515625,Male,Shot
2244,5,0.3515625,Female,Living
2245,1,0.6328125,Female,Shot
2246,0,0.6015625,Female,DeadNotShot
2247,0,0.34375,Female,Shot
2248,0,0.734375,Male,Living
2249,0,0.234375,Male,DeadNotShot
2250,0,1,Male,Living
2251,0,0.796875,Male,DeadNotShot
2252,1,0.765625,Female,Living
2253,0,0.671875,Female,Living
2254,0,0.859375,Female,Living
2255,0,0.7421875,Male,DeadNotShot
2256,0,0.7890625,Female,Living
2257,0,0,Male,DeadNotShot
2258,0,0.5,Male,DeadNotShot
2259,16,0.5,Male,DeadNotShot
2260,0,0,Male,DeadNotShot
2261,0,0,Female,DeadNotShot
2262,12,1,Male,DeadNotShot
2263,23,1,Male,DeadNotShot
2264,0,0,Male,DeadNotShot
2265,0,0.640625,Male,DeadNotShot
2266,0,0.1171875,Female,Living
2267,0,0.4296875,Male,DeadNotShot
2268,0,0.5,Male,DeadNotShot
2269,6,0.25,Female,DeadNotShot
2270,0,0.25,Male,DeadNotShot
2271,0,0.25,Male,DeadNotShot
2272,5,0.5,Female,DeadNotShot
2273,5,0,Male,DeadNotShot
2274,4,0.5,Male,DeadNotShot
2275,0,0,Female,DeadNotShot
2276,0,0,Male,DeadNotShot
2277,0,0,Male,DeadNotShot
2278,5,1,Male,DeadNotShot
2279,9,1,Male,DeadNotShot
2280,0,0.90625,Female,DeadNotShot
2281,0,0.6875,Male,DeadNotShot
