"","year","degree","obs.days.freq","obs.days.dur","obs.norm","sex","age","anon.id"
"880",2011,1,1,NA,1,"female","adult","e9c81539"
"881",2014,1,2,87,1,"female","adult","e9c81539"
"882",2015,2,3,56,1,"female","adult","e9c81539"
"883",2012,8,1,NA,1,"female","adult","e9c81539"
"884",2013,38,5,31.25,1.6,"female","adult","e9c81539"
"885",2011,11,2,105,1,"male","juvenile","11b17b4b"
"886",2014,5,2,20,1.5,"male","adult","11b17b4b"
"887",2012,17,5,32.5,1,"male","adult","11b17b4b"
"888",2015,18,5,45.75,1,"male","adult","11b17b4b"
"889",2013,8,3,66,1.66666666666667,"male","adult","11b17b4b"
"890",2013,40,11,19.6,1,"female","adult","2973ba54"
"891",2012,36,5,19,1,"female","adult","2973ba54"
"892",2011,19,2,72,1,"female","adult","2973ba54"
"893",2015,12,4,45.3333333333333,1,"female","adult","2973ba54"
"894",2014,3,2,113,1.5,"female","adult","2973ba54"
"895",2013,19,3,83.5,1,"male","juvenile","6034f975"
"896",2014,30,7,23.5,1.28571428571429,"male","juvenile","6034f975"
"897",2012,10,2,20,1,"male","juvenile","6034f975"
"898",2011,32,5,38.25,1.2,"male","calf","6034f975"
"899",2015,32,8,18.2857142857143,1.125,"male","juvenile","6034f975"
"900",2015,36,11,22.1,1.27272727272727,"female","juvenile","58f6386a"
"901",2012,9,6,26,1.16666666666667,"female","juvenile","58f6386a"
"902",2014,23,4,10,1,"female","juvenile","58f6386a"
"903",2013,17,2,19,1,"female","juvenile","58f6386a"
"904",2011,24,7,32.5,1.42857142857143,"female","calf","58f6386a"
"905",2012,8,1,NA,1,"male","adult","f2ba7f37"
"906",2013,44,2,20,1.5,"male","adult","f2ba7f37"
"907",2015,57,1,NA,1,"male","adult","f2ba7f37"
"908",2014,9,4,31,1.25,"male","adult","f2ba7f37"
"909",2011,15,2,22,1,"male","adult","f2ba7f37"
"910",2012,24,2,114,1,NA,"adult","ca78be28"
"911",2011,26,2,27,1,NA,"adult","ca78be28"
"912",2015,17,1,NA,2,NA,"adult","ca78be28"
"913",2015,4,1,NA,1,"male","calf","833ffd09"
"914",2011,10,3,8.5,1,"male",NA,"833ffd09"
"915",2012,3,2,71,1,"male","calf","833ffd09"
"916",2013,21,8,26.7142857142857,1.25,"male","calf","833ffd09"
"917",2014,1,2,9,1,"male","calf","833ffd09"
"918",2014,29,7,18.1666666666667,1.28571428571429,NA,"calf","bbfd3c16"
"919",2011,20,2,8,1,NA,NA,"bbfd3c16"
"920",2012,8,1,NA,1,NA,"calf","bbfd3c16"
"921",2015,41,10,18.3333333333333,1.2,NA,"calf","bbfd3c16"
"922",2013,52,6,34.6,1.16666666666667,NA,"calf","bbfd3c16"
"923",2015,57,2,39,1,"male","adult","0cd675f2"
"924",2013,9,4,11.6666666666667,1,"male","adult","0cd675f2"
"925",2012,15,2,18,1,"male","adult","0cd675f2"
"926",2011,8,1,NA,1,"male","adult","0cd675f2"
"927",2014,61,13,12.9166666666667,1.30769230769231,"male","adult","3414b4ed"
"928",2011,49,13,16.25,1,"male","adult","3414b4ed"
"929",2013,75,19,10.5,1.15789473684211,"male","adult","3414b4ed"
"930",2015,71,21,9.2,1.23809523809524,"male","adult","3414b4ed"
"931",2012,29,16,8.46666666666667,1.0625,"male","adult","3414b4ed"
"932",2011,15,4,56,1,"male","calf","7d53f7cc"
"933",2013,14,4,17.6666666666667,1.75,"male","juvenile","7d53f7cc"
"934",2015,4,1,NA,1,"male","juvenile","7d53f7cc"
"935",2014,25,4,34.3333333333333,1,"male","juvenile","7d53f7cc"
"936",2014,20,2,31,1,"male","adult","459136d3"
"937",2015,22,7,24,1.14285714285714,"male","adult","459136d3"
"938",2011,27,3,60,1,"male","adult","459136d3"
"939",2012,34,5,27.75,1.2,"male","adult","459136d3"
"940",2013,26,5,19.75,1.2,"male","adult","459136d3"
"941",2013,52,4,21,1.75,"male","juvenile","efdd718e"
"942",2014,20,3,27.5,1.33333333333333,"male","juvenile","efdd718e"
"943",2015,62,3,54,1,"male","juvenile","efdd718e"
"944",2011,10,2,8,1,"male","juvenile","efdd718e"
"945",2015,24,3,18.5,1,"female","adult","d71fb091"
"946",2013,64,22,9.38095238095238,1.18181818181818,"female","adult","d71fb091"
"947",2011,45,12,12.5454545454545,1,"female","adult","d71fb091"
"948",2012,26,7,20.1666666666667,1.14285714285714,"female","adult","d71fb091"
"949",2014,55,17,11.875,1.11764705882353,"female","adult","d71fb091"
"950",2013,35,2,1,1.5,"female","adult","9e58f3b0"
"951",2012,17,3,23.5,1,"female","adult","9e58f3b0"
"952",2015,2,1,NA,1,"female","adult","9e58f3b0"
"953",2014,15,2,10,1.5,"female","adult","9e58f3b0"
"954",2011,16,2,194,1,"female","juvenile","9e58f3b0"
"955",2015,1,3,41.5,1,"female","adult","a69a32af"
"956",2012,18,3,42,1,"female","adult","a69a32af"
"957",2014,3,4,28.3333333333333,1.25,"female","adult","a69a32af"
"958",2013,56,11,18.9,1.09090909090909,"female","adult","a69a32af"
"959",2011,39,7,25.1666666666667,1,"female","adult","a69a32af"
"960",2014,24,5,27.75,1.2,"female","adult","2b7f6639"
"961",2012,38,7,22.5,1.14285714285714,"female","adult","2b7f6639"
"962",2015,29,12,13.0909090909091,1.08333333333333,"female","adult","2b7f6639"
"963",2013,83,12,17.0909090909091,1.16666666666667,"female","adult","2b7f6639"
"964",2011,38,6,37,1,"female","adult","2b7f6639"
"965",2015,56,55,3.75925925925926,1.27272727272727,"female","adult","13bda726"
"966",2011,32,19,10.0555555555556,1.26315789473684,"female","adult","13bda726"
"967",2013,58,26,7.92,1.19230769230769,"female","adult","13bda726"
"968",2014,48,27,7.38461538461539,1.18518518518519,"female","adult","13bda726"
"969",2012,24,9,16.875,1.22222222222222,"female","adult","13bda726"
"970",2015,6,2,4,1,"male","adult","5afae407"
"971",2012,30,6,15,1,"male","adult","5afae407"
"972",2014,13,6,29.6,1,"male","adult","5afae407"
"973",2013,37,6,34.8,1,"male","adult","5afae407"
"974",2011,24,5,19.25,1,"male","adult","5afae407"
"975",2013,13,5,21.75,1.2,"male","juvenile","62382518"
"976",2012,15,3,43,1,"male","calf","62382518"
"977",2011,12,2,142,1,"male","calf","62382518"
"978",2012,11,3,37,1,"male","adult","c8746245"
"979",2014,1,3,45,1,"male","adult","c8746245"
"980",2011,11,1,NA,1,"male","adult","c8746245"
"981",2013,2,1,NA,1,"male","adult","c8746245"
"982",2013,36,6,33.4,1,NA,"adult","f0b6a35a"
"983",2012,14,2,105,1,NA,"adult","f0b6a35a"
"984",2015,18,4,28.3333333333333,1,NA,"adult","f0b6a35a"
"985",2014,21,5,38.75,1.2,NA,"adult","f0b6a35a"
"986",2011,11,2,2,1,NA,"adult","f0b6a35a"
"987",2011,18,1,NA,1,NA,"adult","b9f1e07b"
"988",2013,5,2,129,1,NA,"adult","b9f1e07b"
"989",2012,16,1,NA,1,NA,"adult","b9f1e07b"
"990",2015,75,3,63.5,1,NA,"adult","b9f1e07b"
"991",2014,36,4,27,1.25,"male","juvenile","81332164"
"992",2013,48,6,15,1.33333333333333,"male","juvenile","81332164"
"993",2011,15,3,84,1,"male","calf","81332164"
"994",2012,29,13,10.5,1.07692307692308,"male","adult","36186880"
"995",2013,79,23,8.59090909090909,1.1304347826087,"male","adult","36186880"
"996",2014,62,14,12.6153846153846,1.42857142857143,"male","adult","36186880"
"997",2015,64,23,8.27272727272727,1.17391304347826,"male","adult","36186880"
"998",2011,49,13,16.25,1,"male","adult","36186880"
"999",2013,24,5,23.25,1.2,"male","adult","0edaa99f"
"1000",2014,18,4,6,1,"male","adult","0edaa99f"
"1001",2011,38,6,32.8,1,"male","adult","0edaa99f"
"1002",2012,38,9,16.125,1.11111111111111,"male","adult","0edaa99f"
"1003",2015,11,7,21.6666666666667,1,"male","adult","0edaa99f"
"1004",2011,11,2,53,1,"female","adult","479deabe"
"1005",2014,6,1,NA,1,"female","adult","479deabe"
"1006",2012,3,1,NA,1,"female","adult","479deabe"
"1007",2012,26,10,15,1.2,"male","calf","7f5f2ba1"
"1008",2014,48,25,7.29166666666667,1.24,"male","calf","7f5f2ba1"
"1009",2011,15,3,16,1,"male",NA,"7f5f2ba1"
"1010",2013,69,30,6.82758620689655,1.2,"male","calf","7f5f2ba1"
"1011",2015,45,54,3.83018867924528,1.2962962962963,"male","calf","7f5f2ba1"
"1012",2011,11,3,44.5,1,"female","calf","d5136cfc"
"1013",2013,15,2,21,1,"female","calf","d5136cfc"
"1014",2015,1,2,1,1,"female","juvenile","d5136cfc"
"1015",2012,18,4,32,1,"female","calf","d5136cfc"
"1016",2011,8,1,NA,1,NA,"calf","edd1ade3"
"1017",2012,15,NA,NA,NA,NA,"calf","edd1ade3"
"1018",2013,26,2,4,1.5,"male","adult","a496eec2"
"1019",2011,64,11,19.2,1,"male","adult","a496eec2"
"1020",2014,13,1,NA,1,"male","adult","a496eec2"
"1021",2012,30,7,14,1.14285714285714,"male","adult","a496eec2"
"1022",2011,11,1,NA,1,NA,"calf","9c542fdd"
"1023",2015,19,2,93,1,NA,"juvenile","9c542fdd"
"1024",2013,13,2,24,1,NA,"juvenile","9c542fdd"
"1025",2014,18,1,NA,1,"female","adult","0f241682"
"1026",2013,41,3,31.5,1,"female","adult","0f241682"
"1027",2011,16,2,161,1,"female","juvenile","0f241682"
"1028",2012,6,1,NA,1,"female","juvenile","0f241682"
"1029",2015,8,3,43,1,NA,"calf","37e6d79d"
"1030",2013,56,12,16.7272727272727,1,NA,"calf","37e6d79d"
"1031",2012,6,2,26,1.5,NA,"calf","37e6d79d"
"1032",2014,17,2,57,1.5,NA,"calf","37e6d79d"
"1033",2011,25,4,4.33333333333333,1.25,NA,NA,"37e6d79d"
"1034",2011,2,1,NA,1,"male","adult","7ea194bc"
"1035",2012,15,4,23.6666666666667,1,"male","adult","7ea194bc"
"1036",2014,22,4,9.66666666666667,1,"male","adult","466355a3"
"1037",2013,29,2,169,1,"male","adult","466355a3"
"1038",2012,10,2,18,1.5,"male","adult","466355a3"
"1039",2011,13,3,73.5,1,"male","adult","466355a3"
"1040",2015,3,3,27.5,1,"male","adult","466355a3"
"1041",2015,60,59,3.94827586206897,1.22033898305085,"female","adult","ec2f12fe"
"1042",2012,25,7,7.33333333333333,1.28571428571429,"female","adult","ec2f12fe"
"1043",2013,45,19,11,1.26315789473684,"female","adult","ec2f12fe"
"1044",2014,51,29,5.92857142857143,1.24137931034483,"female","adult","ec2f12fe"
"1045",2011,33,19,10.0555555555556,1.05263157894737,"female","adult","ec2f12fe"
"1046",2014,15,2,15,1,"female","juvenile","d4edd3e1"
"1047",2015,47,9,14.375,1.22222222222222,"female","juvenile","d4edd3e1"
"1048",2011,22,3,73.5,1,"female","juvenile","d4edd3e1"
"1049",2012,2,2,18,1,"female","juvenile","d4edd3e1"
"1050",2013,6,4,62.6666666666667,1.25,"female","juvenile","d4edd3e1"
"1051",2013,14,3,20,1.33333333333333,"female","adult","9daa90c0"
"1052",2015,28,8,17.2857142857143,1.375,"female","adult","9daa90c0"
"1053",2014,10,3,61,1,"female","adult","9daa90c0"
"1054",2011,6,2,36,1.5,"female","adult","9daa90c0"
"1055",2015,76,24,8,1.20833333333333,"male","adult","a56851df"
"1056",2013,77,20,9.94736842105263,1.15,"male","adult","a56851df"
"1057",2011,49,14,15,1,"male","adult","a56851df"
"1058",2012,29,17,7.9375,1.05882352941176,"male","adult","a56851df"
"1059",2014,61,15,11.7142857142857,1.33333333333333,"male","adult","a56851df"
"1060",2011,9,3,66.5,1,"male","juvenile","1243183b"
"1061",2015,19,7,16.6666666666667,1.14285714285714,"male","adult","2a81d924"
"1062",2012,11,5,32.5,1,"male","juvenile","2a81d924"
"1063",2013,45,7,31.5,1.14285714285714,"male","juvenile","2a81d924"
"1064",2011,26,5,37.75,1,"male","juvenile","2a81d924"
"1065",2014,2,2,68,1,"male","juvenile","2a81d924"
"1066",2011,7,2,19,1,"female","adult","63c69a05"
"1067",2015,57,1,NA,1,"female","adult","63c69a05"
"1068",2013,9,1,NA,2,"female","adult","63c69a05"
"1069",2015,57,1,NA,1,"male","adult","5b045b1a"
"1070",2014,15,3,17,1,"male","adult","5b045b1a"
"1071",2012,3,1,NA,1,"male","adult","5b045b1a"
"1072",2013,16,3,10,1,"male","adult","5b045b1a"
"1073",2011,18,3,18,1.33333333333333,"male","adult","5b045b1a"
"1074",2011,7,2,27,1,NA,"juvenile","f1481c47"
"1075",2013,22,8,22.8571428571429,1.125,"female","adult","c98add58"
"1076",2011,31,4,64,1,"female","adult","c98add58"
"1077",2012,10,5,8.75,1.2,"female","adult","c98add58"
"1078",2015,2,4,23.6666666666667,1,"female","adult","c98add58"
"1079",2014,7,1,NA,1,"female","adult","c98add58"
"1080",2012,6,3,43.5,1.33333333333333,"female","juvenile","80cd9e79"
"1081",2014,11,1,NA,1,"female","juvenile","80cd9e79"
"1082",2013,22,10,18.8888888888889,1.1,"female","juvenile","80cd9e79"
"1083",2011,1,2,10,1,"female","juvenile","80cd9e79"
"1084",2015,8,3,13.5,1,"female","juvenile","80cd9e79"
"1085",2011,3,1,NA,1,NA,NA,"b80f5f66"
"1086",2014,10,3,61,1,NA,"calf","b80f5f66"
"1087",2013,14,3,20,1.33333333333333,NA,"calf","b80f5f66"
"1088",2015,28,8,17.2857142857143,1.375,NA,"calf","b80f5f66"
"1089",2012,33,11,10,1.18181818181818,"male","adult","35ea0bf0"
"1090",2014,16,7,6.66666666666667,1,"male","adult","35ea0bf0"
"1091",2011,39,12,15.4545454545455,1.25,"male","adult","35ea0bf0"
"1092",2013,81,14,15.0769230769231,1.21428571428571,"male","adult","35ea0bf0"
"1093",2014,2,1,NA,1,"female","adult","0d28caef"
"1094",2011,21,2,27,1,"female","adult","0d28caef"
"1095",2013,21,4,49,1.5,"female","adult","0d28caef"
"1096",2015,1,1,NA,1,"female","adult","0d28caef"
"1097",2011,4,3,4,1,NA,"calf","446f89ce"
"1098",2014,9,3,24,1,NA,"juvenile","446f89ce"
"1099",2012,6,2,46,1,NA,"calf","446f89ce"
"1100",2013,66,8,26.2857142857143,1,NA,"calf","446f89ce"
"1101",2015,50,9,18.5,1,NA,"juvenile","446f89ce"
"1102",2014,67,12,17.2727272727273,1.25,"female","adult","7cad48d1"
"1103",2015,70,28,7.96296296296296,1.17857142857143,"female","adult","7cad48d1"
"1104",2012,20,10,13.6666666666667,1.1,"female","adult","7cad48d1"
"1105",2013,50,17,12.3125,1.23529411764706,"female","adult","7cad48d1"
"1106",2011,49,13,10.5833333333333,1,"female","adult","7cad48d1"
"1107",2013,14,5,43.75,1.6,"female","adult","d6e10f8c"
"1108",2015,8,5,31.75,1.2,"female","adult","d6e10f8c"
"1109",2014,2,1,NA,1,"female","adult","d6e10f8c"
"1110",2011,21,1,NA,1,"female","adult","d6e10f8c"
"1111",2012,18,1,NA,4,"female","adult","d6e10f8c"
"1112",2014,11,6,3.6,1,"male","adult","ee23ce93"
"1113",2013,26,6,31.6,1.33333333333333,"male","adult","ee23ce93"
"1114",2011,22,3,81,1,"male","adult","ee23ce93"
"1115",2012,35,7,21.5,1.42857142857143,"male","adult","ee23ce93"
"1116",2015,28,4,32.6666666666667,1,"male","adult","ee23ce93"
"1117",2015,66,21,9.5,1.23809523809524,"male","adult","a7648db2"
"1118",2013,62,21,9.4,1.14285714285714,"male","adult","a7648db2"
"1119",2011,60,12,15.7272727272727,1,"male","adult","a7648db2"
"1120",2014,63,13,12.8333333333333,1.30769230769231,"male","adult","a7648db2"
"1121",2012,16,6,21.4,1.16666666666667,"male","adult","a7648db2"
"1122",2015,43,11,18.3,1,"female","adult","9fa64cad"
"1123",2012,16,3,27.5,1,"female","adult","9fa64cad"
"1124",2013,46,6,19,1.16666666666667,"female","adult","9fa64cad"
"1125",2014,5,3,69.5,1.33333333333333,"female","adult","9fa64cad"
"1126",2011,20,2,19,1,"female","adult","9fa64cad"
"1127",2013,27,4,38.6666666666667,1,NA,"calf","288d0549"
"1128",2012,27,8,15.4285714285714,1.125,NA,"calf","288d0549"
"1129",2011,5,1,NA,2,NA,NA,"288d0549"
"1130",2014,3,1,NA,2,NA,"calf","288d0549"
"1131",2012,8,1,NA,1,"male","adult","104fc456"
"1132",2011,10,1,NA,1,"male","adult","104fc456"
"1133",2011,20,2,98,1,"male","adult","59088777"
"1134",2013,16,3,10,1,"male","adult","59088777"
"1135",2012,12,1,NA,2,"male","adult","59088777"
"1136",2015,78,2,36,1,"male","adult","59088777"
"1137",2014,12,2,12,1,"male","adult","59088777"
"1138",2013,27,5,37,1.2,"female","adult","61ca4668"
"1139",2011,11,1,NA,2,"female","adult","61ca4668"
"1140",2015,3,4,33.3333333333333,1.25,"female","adult","61ca4668"
"1141",2012,27,8,15.4285714285714,1.125,"female","adult","61ca4668"
"1142",2012,10,2,25,1.5,"female","juvenile","cb860135"
"1143",2014,39,5,20.25,1.4,"female","adult","cb860135"
"1144",2015,116,9,22.75,1.11111111111111,"female","adult","cb860135"
"1145",2011,4,3,52,1,"female","juvenile","cb860135"
"1146",2013,40,6,26.8,1,"female","adult","cb860135"
"1147",2012,16,3,49.5,1,"female","adult","f344c02a"
"1148",2011,3,2,83,1,"female","adult","f344c02a"
"1149",2013,16,4,36.6666666666667,1.5,"female","adult","f344c02a"
"1150",2012,27,11,12.2,1.09090909090909,"male","calf","ba03830b"
"1151",2014,64,28,6.14814814814815,1.35714285714286,"male","juvenile","ba03830b"
"1152",2011,33,20,9.52631578947368,1.05,"male","calf","ba03830b"
"1153",2013,47,28,7.33333333333333,1.21428571428571,"male","calf","ba03830b"
"1154",2015,64,60,3.88135593220339,1.4,"male","juvenile","ba03830b"
"1155",2012,39,9,15,1.11111111111111,"female","adult","82c14214"
"1156",2014,4,1,NA,2,"female","adult","82c14214"
"1157",2013,29,6,21.4,1,"female","adult","82c14214"
"1158",2011,28,5,33.75,1,"female","adult","82c14214"
"1159",2015,21,6,30.2,1,"female","adult","82c14214"
"1160",2013,18,5,33.75,1,"female","adult","7ab82c66"
"1161",2012,38,8,14.1428571428571,1.125,"female","adult","7ab82c66"
"1162",2015,8,2,67,1,"female","adult","7ab82c66"
"1163",2011,9,1,NA,1,"female","adult","7ab82c66"
"1164",2011,8,1,NA,1,NA,NA,"427aed79"
"1165",2012,25,5,26,1.2,NA,"calf","0b3dae58"
"1166",2013,38,7,28.3333333333333,1.28571428571429,NA,"calf","0b3dae58"
"1167",2014,13,2,38,1,NA,"calf","0b3dae58"
"1168",2011,13,1,NA,1,NA,NA,"0b3dae58"
"1169",2015,11,6,19.4,1.66666666666667,NA,"calf","0b3dae58"
"1170",2014,7,1,NA,1,"female","adult","33ff6f47"
"1171",2012,26,3,57,1.33333333333333,"female","adult","33ff6f47"
"1172",2011,34,3,85.5,1.66666666666667,"female","adult","33ff6f47"
"1173",2015,34,6,30.6,1.16666666666667,"female","adult","33ff6f47"
"1174",2013,25,10,17.6666666666667,1,"male","adult","99b3281a"
"1175",2012,41,8,18.4285714285714,1.375,"male","adult","99b3281a"
"1176",2011,33,7,26.6666666666667,1,"male","adult","99b3281a"
"1177",2015,19,6,40.8,1,"male","adult","99b3281a"
"1178",2014,24,4,3.33333333333333,1,"male","adult","99b3281a"
"1179",2014,66,24,8.73913043478261,1.16666666666667,"female","adult","a171e905"
"1180",2013,79,22,8.66666666666667,1.09090909090909,"female","adult","a171e905"
"1181",2011,49,18,10.8235294117647,1.16666666666667,"female","adult","a171e905"
"1182",2012,36,9,16.125,1.11111111111111,"female","adult","a171e905"
"1183",2015,43,33,7.125,1.3030303030303,"female","adult","a171e905"
"1184",2015,15,1,NA,1,"female","adult","e836aa24"
"1185",2011,27,3,25.5,1,"female","adult","e836aa24"
"1186",2012,13,2,75,1.5,"female","adult","e836aa24"
"1187",2013,41,6,32.6,1,"female","adult","e836aa24"
"1188",2014,60,22,7.14285714285714,1.18181818181818,"male","juvenile","d0f46b3b"
"1189",2013,56,17,12.25,1.11764705882353,"male","juvenile","d0f46b3b"
"1190",2015,69,30,6.20689655172414,1.23333333333333,"male","juvenile","d0f46b3b"
"1191",2012,47,11,12.1,1.18181818181818,"male","juvenile","d0f46b3b"
"1192",2011,28,13,15.3333333333333,1.07692307692308,"male","juvenile","d0f46b3b"
"1193",2012,15,2,18,1,"male","adult","67df22df"
"1194",2011,8,1,NA,1,"male","adult","67df22df"
"1195",2015,57,2,39,1,"male","adult","67df22df"
"1196",2013,11,3,17.5,1,"male","adult","67df22df"
"1197",2013,34,7,20.5,1.14285714285714,"male","juvenile","5f1de3c0"
"1198",2014,21,3,55.5,1.33333333333333,"male","adult","5f1de3c0"
"1199",2015,24,4,38.3333333333333,1.25,"male","adult","5f1de3c0"
"1200",2011,17,2,83,1,"male","juvenile","5f1de3c0"
"1201",2012,8,1,NA,1,"male","juvenile","5f1de3c0"
"1202",2013,92,25,7.83333333333333,1.24,"female","adult","165aa0e1"
"1203",2011,64,17,11.4375,1.11764705882353,"female","adult","165aa0e1"
"1204",2012,31,14,7.69230769230769,1.21428571428571,"female","adult","165aa0e1"
"1205",2014,55,9,19,1.22222222222222,"female","adult","165aa0e1"
"1206",2015,68,30,6.37931034482759,1.2,"female","adult","165aa0e1"
"1207",2011,2,2,29,1,"female","adult","2e9861fe"
"1208",2011,7,1,NA,2,"female","adult","84d426a3"
"1209",2011,27,3,60,1,"male","adult","bc16e7bc"
"1210",2014,18,3,3.5,1,"male","adult","bc16e7bc"
"1211",2015,21,3,63,1.33333333333333,"male","adult","bc16e7bc"
"1212",2013,20,4,26.3333333333333,1,"male","adult","bc16e7bc"
"1213",2012,31,4,37,1.25,"male","adult","bc16e7bc"
"1214",2012,37,9,16.125,1.33333333333333,"male","adult","f551a49d"
"1215",2011,22,4,53.3333333333333,1,"male","adult","f551a49d"
"1216",2014,14,3,11.5,1.33333333333333,"male","adult","f551a49d"
"1217",2013,19,8,22.7142857142857,1.25,"male","adult","f551a49d"
"1218",2014,57,9,17.875,1.22222222222222,"male","adult","cd936582"
"1219",2015,74,34,6.27272727272727,1.32352941176471,"male","adult","cd936582"
"1220",2012,45,12,12.1818181818182,1.16666666666667,"male","adult","cd936582"
"1221",2011,42,14,13.0769230769231,1.07142857142857,"male","adult","cd936582"
"1222",2013,51,17,12.0625,1.41176470588235,"male","adult","cd936582"
"1223",2011,20,2,81,1,"male","adult","40763114"
"1224",2013,11,2,18,1,"male","adult","40763114"
"1225",2014,5,1,NA,1,"male","adult","40763114"
"1226",2012,17,2,20,1,"male","adult","40763114"
"1227",2012,16,1,NA,1,"female","calf","78b4f00b"
"1228",2011,12,5,43,1,"female","calf","78b4f00b"
"1229",2015,2,1,NA,1,"female","juvenile","78b4f00b"
"1230",2011,18,1,NA,1,"female","adult","31f3b32a"
"1231",2012,6,1,NA,1,"female","adult","31f3b32a"
"1232",2015,1,3,40,1,"female","adult","31f3b32a"
"1233",2013,14,3,64.5,1,"female","adult","31f3b32a"
"1234",2011,10,1,NA,1,"female","adult","09317235"
"1235",2012,37,7,19.1666666666667,1,"female","adult","09317235"
"1236",2013,25,6,26.2,1.16666666666667,"female","adult","09317235"
"1237",2014,19,5,18.75,1,"female","adult","09317235"
"1238",2015,96,6,27.8,1.33333333333333,"female","adult","09317235"
"1239",2011,37,16,12.2666666666667,1.3125,"female","calf","a37d3568"
"1240",2012,16,7,20.8333333333333,1,"female","calf","a37d3568"
"1241",2015,12,12,20.3636363636364,1.25,"female","juvenile","a37d3568"
"1242",2013,53,22,9.42857142857143,1.04545454545455,"female","calf","a37d3568"
"1243",2014,24,15,9.5,1.06666666666667,"female","calf","a37d3568"
"1244",2013,10,5,11.5,1,"male","adult","9bbff477"
"1245",2011,26,3,60,1,"male","adult","9bbff477"
"1246",2012,5,1,NA,1,"male","adult","9bbff477"
"1247",2014,4,4,20.6666666666667,1,"male","adult","9bbff477"
"1248",2015,57,1,NA,2,"male","adult","9bbff477"
"1249",2013,22,4,48.6666666666667,1,"female","adult","d2f8b756"
"1250",2011,15,3,47,1.33333333333333,"female","adult","d2f8b756"
"1251",2015,3,2,28,1.5,"female","adult","d2f8b756"
"1252",2011,18,2,22,1.5,"male","adult","ea3a7649"
"1253",2012,7,2,29,1,"male","adult","ea3a7649"
"1254",2015,78,2,36,1,"male","adult","ea3a7649"
"1255",2013,16,3,10,1,"male","adult","ea3a7649"
"1256",2014,15,3,17,1,"male","adult","ea3a7649"
"1257",2011,8,3,25,1,"female","adult","5d113fad"
"1258",2015,61,27,6.19230769230769,1.11111111111111,"male","adult","65d3feb2"
"1259",2011,12,2,77,1,"male","adult","65d3feb2"
"1260",2013,57,16,11.5333333333333,1.25,"male","adult","65d3feb2"
"1261",2014,56,9,12.625,1.33333333333333,"male","adult","65d3feb2"
"1262",2012,17,7,20.6666666666667,1,"male","adult","65d3feb2"
"1263",2011,11,2,53,1,NA,"calf","2c94bd93"
"1264",2011,20,4,43,1,"male","juvenile","14567c8c"
"1265",2012,53,7,7.5,1.14285714285714,"male","juvenile","14567c8c"
"1266",2015,57,20,11.4210526315789,1.2,"male","adult","14567c8c"
"1267",2013,85,10,20.8888888888889,1.1,"male","juvenile","14567c8c"
"1268",2014,52,12,14.5454545454545,1.08333333333333,"male","adult","14567c8c"
"1269",2014,35,5,31.75,1.4,"male","adult","be1a3bd1"
"1270",2013,28,5,27,1.4,"male","adult","be1a3bd1"
"1271",2011,17,1,NA,1,"male","adult","be1a3bd1"
"1272",2015,35,10,16.6666666666667,1.1,"male","adult","be1a3bd1"
"1273",2012,16,2,27,1,"male","adult","be1a3bd1"
"1274",2012,36,9,16.125,1.11111111111111,"male","calf","86d8face"
"1275",2015,43,34,6.90909090909091,1.29411764705882,"male","calf","86d8face"
"1276",2013,77,21,9.1,1.14285714285714,"male","calf","86d8face"
"1277",2011,11,1,NA,1,"male",NA,"86d8face"
"1278",2014,55,22,9.57142857142857,1.13636363636364,"male","calf","86d8face"
"1279",2013,8,4,42.3333333333333,1.5,"female","adult","cf9fb9ef"
"1280",2015,3,2,49,1,"female","adult","cf9fb9ef"
"1281",2011,10,1,NA,1,"female","adult","cf9fb9ef"
"1282",2014,24,3,56.5,1.66666666666667,"male","adult","f75d78f0"
"1283",2011,16,2,75,1,"male","juvenile","f75d78f0"
"1284",2015,16,6,28.6,1.33333333333333,"male","adult","f75d78f0"
"1285",2012,8,2,89,1,"male","juvenile","f75d78f0"
"1286",2013,27,3,10,1.33333333333333,"male","adult","f75d78f0"
"1287",2014,28,22,7.95238095238095,1.04545454545455,"female","adult","e41c634a"
"1288",2011,37,17,11.5,1.17647058823529,"female","adult","e41c634a"
"1289",2012,16,7,20.8333333333333,1,"female","adult","e41c634a"
"1290",2013,47,19,11,1.05263157894737,"female","adult","e41c634a"
"1291",2015,47,28,8.22222222222222,1.25,"female","adult","e41c634a"
"1292",2015,10,4,28.3333333333333,1.25,"female","adult","dcdea255"
"1293",2012,27,6,19.2,1.5,"female","adult","dcdea255"
"1294",2013,13,2,52,1,"female","adult","dcdea255"
"1295",2011,12,2,29,1.5,"female","adult","dcdea255"
"1296",2011,4,2,70,1,"male","adult","9599e174"
"1297",2012,3,1,NA,1,"male","adult","9599e174"
"1298",2013,8,3,29.5,1.33333333333333,"male","adult","9599e174"
"1299",2015,16,3,59,1,"male","adult","9599e174"
"1300",2014,4,1,NA,1,"male","adult","9599e174"
"1301",2013,2,2,97,1,"male","adult","ad5b206b"
"1302",2011,16,3,54,1,"male","adult","ad5b206b"
"1303",2012,21,3,21,1,"male","adult","ad5b206b"
"1304",2013,15,2,21,1.5,"female","adult","07176736"
"1305",2011,12,3,44.5,1,"female","adult","07176736"
"1306",2012,18,4,32,1,"female","adult","07176736"
"1307",2012,14,2,18,1,"male","adult","3fd5a629"
